form	lemma	morph	POS		
&	le		
qu’elle	quelle		
avoit	avoir		
voulu	vouloir		
luy	luy		
faire	faire		
cette	ce		
piece	piece		
pour	pour		
l’embarrasser	liembarrasser		
.	.		
Il	il		
ne	ne		
se	se		
paya	payer		
pas	pas		
de	de		
ces	ce		
raisons	raison		
,	,		
il	il		
voulut	vouloir		
passer	passer		
pour	pour		
ce	ce		
que	que		
tant	tant		
de	de		
Gens	Gens		
appréhendent	appréhender		
d’estre	dîestre		
,	,		
&	je		
quoy	quoy		
qu’il	queil		
ne	ne		
le	il		
fut	être		
que	que		
par	par		
luy	luy		
-	-		
mesme	mesme		
,	,		
il	il		
crût	croire		
qu’il	queil		
l’estoit	lire		
de	de		
bon	bon		
jeu	jeu		
,	,		
&	je		
qu’on	queon		
ne	ne		
pouvoit	pouvoir		
l’estre	léestrer		
mieux	mieux		
.	.		
Il	il		
n’a	naître		
pas	pas		
voulu	vouloir		
voir	voir		
sa	son		
Femme	femme		
depuis	depuis		
ce	ce		
temps	temps		
,	,		
&	ê		
se	se		
veut	vouloir		
faire	faire		
séparer	séparer		
d’avec	deavec		
elle	il		
.	.		
Je	je		
vous	vous		
laisse	laisser		
à	à		
juger	juger		
s’il	sail		
a	avoir		
raison	raison		
,	,		
&	je		
je	je		
passe	passer		
à	à		
d’autres	deautres		
nouvelles	nouveau		
.	.		
_____	______		
Le	le		
retour	retour		
d’Italie	dlitalie		
de	de		
Messieurs	monsieur		
de	de		
Vendosme	Vendosme		
Messieurs	monsieur		
de	de		
Vendosme	Vendosme		
sont	être		
depuis	depuis		
peu	peu		
de	de		
retour	retour		
d’Italie	dladir		
,	,		
où	où		
ils	il		
se	se		
sont	être		
faits	faire		
admirer	admirer		
dans	dans		
tous	tout		
les	le		
Lieux	Lieux		
où	où		
ils	il		
ont	avoir		
passé	passer		
.	.		
La	le		
vivacité	vivacité		
de	de		
leur	leur		
esprit	esprit		
est	être		
une	un		
chose	chose		
incroyable	incroyable		
;	;		
&	je		
ils	il		
font	faire		
des	un		
Vers	vers		
avec	avec		
tant	tant		
de	de		
justesse	justesse		
,	,		
qu’ils	queil		
donneroient	donner		
de	de		
la	le		
jalousie	jalousie		
aux	à_le		
plus	plus		
grands	grand		
Autheurs	Autheurs		
,	,		
s’ils	sail		
estoient	estoyer		
d’une	deune		
qualité	qualité		
à	à		
en	en		
faire	faire		
souvent	souvent		
.	.		
Monsieur	monsieur		
le	le		
Cardinal	Cardinal		
Patron	Patron		
fit	faire		
avancer	avancer		
pour	pour		
eux	il		
la	le		
representation	representation		
d’un	déun		
Opera	Opera		
,	,		
afin	afin		
de	de		
leur	il		
en	en		
donner	donner		
le	le		
divertissement	divertissement		
.	.		
Jugez	juger		
par	par		
là	là		
,	,		
Madame	madame		
,	,		
combien	combien		
les	le		
Opera	Opera		
sont	être		
considérables	considérable		
,	,		
puis	puis		
que	que		
de	un		
tels	tel		
Gens	Gens		
s’en	saître		
meslent	mesler		
,	,		
&	je		
les	il		
honorent	honorer		
de	de		
leur	leur		
présence	présence		
.	.		
_____	______		
Discours	Discours		
sur	sur		
l’Ariane	leAriane		
,	,		
Tragédie	Tragédie		
de	de		
monsieur	monsieur		
de	de		
Corneille	Corneille		
le	le		
jeune	un		
Enfin	enfin		
l’Ariane	liariane		
de	de		
Monsieur	monsieur		
de	de		
Corneille	Corneille		
le	le		
jeune	jeune		
,	,		
qu’on	queon		
attendoit	attendre		
depuis	depuis		
si	si		
longtemps	longtemps		
,	,		
parut	paraître		
Vendredy	Vendredy		
dernier	dernier		
.	.		
On	on		
ne	ne		
peut	pouvoir		
rien	rien		
voir	voir		
de	de		
plus	plus		
touchant	touchant		
,	,		
&	je		
cette	ce		
Princesse	princesse		
s’exprime	sêexprime		
avec	avec		
des	un		
sentimens	sentiment		
si	si		
tendres	tendre		
&	je		
si	si		
nouveaux	nouveau		
,	,		
que	que		
personne	personne		
ne	ne		
croit	croire		
qu’on	queon		
ne	ne		
puisse	pouvoir		
mieux	mieux		
reüssir	reussir		
en	en		
ce	ce		
genre	genre		
d’écrire	déécrire		
;	;		
&	ê		
pour	pour		
tout	tout		
dire	dire		
enfin	enfin		
,	,		
les	le		
charmes	charme		
de	de		
Bajazet	Bajazet		
n’ont	nnont		
pas	pas		
empesché	empescher		
leurs	leur		
Admirateurs	Admirateurs		
d’en	dHen		
trouver	trouver		
dans	dans		
cette	ce		
Piece	Piece		
,	,		
&	je		
d’y	devoir		
retourner	retourner		
plus	plus		
d’une	deune		
fois	fois		
.	.		
_____	______		
L’Histoire	LXHistoire		
du	de_le		
Cabinet	Cabinet		
des	de_le		
Miroirs	Miroirs		
Je	je		
croy	croy		
,	,		
Madame	madame		
,	,		
que	que		
ce	ce		
que	que		
je	je		
vais	aller		
vous	vous		
écrire	écrire		
de	de		
Monsieur	monsieur		
le	le		
.	.		
…	…		
que	que		
vous	vous		
connoissez	connaître		
aussi	aussi		
bien	bien		
que	que		
moy	moy		
,	,		
poura	poura		
vous	vous		
tenir	tenir		
lieu	lieu		
d’une	déun		
Histoire	Histoire		
agreable	agreable		
,	,		
&	ê		
que	que		
la	le		
lecture	lecture		
ne	ne		
vous	vous		
en	en		
divertira	divertir		
pas	pas		
moins	moins		
que	que		
pouroit	pourir		
faire	faire		
celle	celui		
de	de		
quelque	quelque		
Avanture	Avanture		
divertissante	divertissant		
,	,		
qui	qui		
ne	ne		
seroit	être		
assurément	assurément		
ny	ny		
plus	plus		
plaisante	plaisant		
,	,		
ny	ny		
plus	plus		
nouvelle	nouveau		
.	.		
Vous	vous		
sçavez	sçaver		
,	,		
Madame	madame		
,	,		
que	que		
nostre	nostre		
petit	petit		
Amy	Amy		
,	,		
(	(		
dont	dont		
je	je		
ne	ne		
vous	vous		
parleray	parler		
que	que		
sous	sous		
le	le		
nom	nom		
de	de		
Cleante	Cleante		
)	)		
n’a	naître		
jamais	jamais		
pû	pû		
choisir	choisir		
entre	entre		
l’Eglise	lise		
,	,		
la	le		
Robe	Robe		
,	,		
&	ê		
l’Epée	leEpée		
;	;		
qu’il	queil		
vouloit	vouloir		
quelquefois	quelquefois		
estre	estre		
Abbé	Abbé		
,	,		
que	que		
le	le		
lendemain	lendemain		
il	il		
quittoit	quitter		
cette	ce		
résolution	résolution		
pour	pour		
se	se		
faire	faire		
Conseiller	Conseiller		
,	,		
&	je		
qu’un	queun		
moment	moment		
apres	apres		
il	il		
vouloit	vouloir		
prendre	prendre		
l’Epée	lieper		
.	.		
Ses	son		
Parens	Parens		
&	je		
ses	son		
Amis	Ami		
l’ayant	lire		
dernièrement	dernièrement		
pressé	presser		
de	de		
se	se		
déterminer	déterminer		
,	,		
&	ê		
luy	luy		
ayant	avoir		
fait	faire		
une	un		
guerre	guerre		
cruelle	cruel		
sur	sur		
son	son		
incertitude	incertitude		
,	,		
il	il		
promit	promettre		
de	de		
faire	faire		
un	un		
choix	choix		
,	,		
&	avoir		
de	de		
consulter	consulter		
le	le		
lendemain	lendemain		
ce	ce		
qu’il	queil		
avoit	avoir		
à	à		
faire	faire		
.	.		
Vous	vous		
ne	ne		
devineriez	deviner		
jamais	jamais		
,	,		
Madame	madame		
,	,		
de	de		
qui	qui		
il	il		
prit	prendre		
conseil	conseil		
,	,		
ny	ny		
ce	ce		
qu’il	queil		
fit	faire		
pour	pour		
se	se		
mettre	mettre		
en	en		
état	état		
d’en	dlen		
recevoir	recevoir		
.	.		
Il	il		
emprunta	emprunter		
un	un		
habillement	habillement		
de	de		
Guerre	Guerre		
,	,		
il	il		
envoya	envoyer		
demander	demander		
la	le		
Robe	Robe		
d’un	déun		
Conseiller	Conseiller		
qui	qui		
estoit	estoit		
de	de		
ses	son		
Amis	ami		
,	,		
&	ê		
pria	prier		
un	un		
Abbé	Abbé		
de	de		
sa	son		
connoissanee	connaissanee		
de	de		
luy	luï		
prester	prester		
pour	pour		
une	un		
apresdînée	apresdîner		
seulement	seulement		
sa	son		
Soutane	Soutane		
&	a		
son	son		
Rochet	Rochet		
.	.		
Il	il		
fit	faire		
porter	porter		
toutes	tout		
ces	ce		
bardes	barde		
dans	dans		
un	un		
Cabinet	Cabinet		
,	,		
où	où		
il	il		
y	y		
avoit	avoir		
quatre	quatre		
grands	grand		
Miroirs	Miroirs		
:	:		
Il	il		
y	y		
fut	être		
en	en		
ensuite	ensuite		
seul	seul		
,	,		
&	a		
en	en		
ayant	avoir		
poussé	pousser		
la	le		
porte	porte		
,	,		
il	il		
s’arma	savmer		
de	de		
pied	pied		
-	-		
en	en		
-	-		
cape	cape		
;	;		
il	il		
mit	mettre		
le	le		
Pot	Pot		
en	en		
teste	teste		
,	,		
&	ê		
l’Epée	liepée		
&	Q		
le	le		
Pistolet	Pistolet		
à	à		
la	le		
main	main		
,	,		
consulta	consulter		
ses	son		
quatre	quatre		
Miroirs	Miroirs		
,	,		
fit	faire		
plusieurs	plusieurs		
tours	tour		
dans	dans		
son	son		
Cabinet	Cabinet		
,	,		
se	se		
battit	battre		
contre	contre		
les	le		
Personnages	Personnages		
de	de		
la	le		
Tapisserie	Tapisserie		
,	,		
&	ê		
se	se		
trouva	trouver		
assez	assez		
de	de		
courage	courage		
&	avoir		
assez	assez		
de	de		
force	force		
pour	pour		
aller	aller		
à	à		
l’Armée	liarmer		
.	.		
Il	il		
examina	examiner		
tous	tout		
les	le		
avantages	avantage		
de	de		
cette	ce		
Profession	Profession		
,	,		
&	ê		
la	le		
fortune	fortune		
qu’on	queur		
y	y		
pouvoit	pouvoir		
faire	faire		
:	:		
Tels	tel		
&	je		
tels	tel		
(	(		
dit	dire		
-	-		
il	il		
en	en		
luy	luire		
-	-		
mesme	mesme		
)	)		
ont	avoir		
eu	avoir		
telles	tel		
Charges	Charges		
;	;		
tels	tel		
ont	avoir		
esté	esté		
Mareschaux	Mareschaux		
de	de		
France	France		
à	à		
cet	ce		
âge	âge		
;	;		
tels	tel		
ont	avoir		
fait	faire		
par	par		
tout	tout		
parler	parler		
d’eux	deeux		
;	;		
leurs	leur		
noms	nom		
grossissent	grossir		
toutes	tout		
les	le		
Gazettes	Gazettes		
;	;		
on	on		
les	il		
regarde	regarder		
par	par		
tout	tout		
où	où		
ils	il		
passent	passer		
,	,		
&	je		
on	on		
les	il		
montre	montre		
comme	comme		
des	un		
Braves	Braves		
,	,		
on	on		
n’oseroit	naoer		
leur	leur		
rien	rien		
dire	dire		
,	,		
&	être		
leur	leur		
reputation	reputation		
les	le		
fait	faire		
respecter	respecter		
:	:		
Apres	Apres		
avoir	avoir		
dit	dire		
toutes	tout		
ces	ce		
choses	chose		
en	en		
luy	lui		
mesme	mesme		
,	,		
il	il		
fit	faire		
réflexion	réflexion		
sur	sur		
le	le		
plaisir	plaisir		
qu’il	queil		
auroit	avoir		
au	à_le		
retour	retour		
de	de		
la	le		
Campagne	Campagne		
,	,		
de	de		
paroistre	paroistre		
avec	avec		
tout	tout		
l’ajustement	leajustement		
d’un	déun		
Marquis	marquis		
.	.		
Il	il		
ne	ne		
douta	douter		
point	point		
que	que		
les	le		
Gens	Gens		
du	de_le		
bel	beau		
air	air		
ne	ne		
fissent	faire		
plus	plus		
de	de		
conquestes	conqueste		
que	que		
les	le		
autres	autre		
:	:		
Il	il		
crut	croire		
déjà	déjà		
se	se		
voir	voir		
avec	avec		
des	un		
plumes	plume		
,	,		
&	le		
couvert	couvrir		
du	de_le		
plus	plus		
brillant	brillant		
juste	juste		
-	-		
au	à_le		
-	-		
corps	corps		
qui	qui		
eust	eust		
jamais	jamais		
paru	paraître		
;	;		
il	il		
s’imagina	seimaginer		
qu’il	queil		
présidoit	présider		
dans	dans		
les	le		
plus	plus		
belles	beau		
Ruelles	Ruelles		
,	,		
&	je		
que	que		
sa	son		
bonne	bon		
mine	mine		
soûtenuë	soûtenu		
d’un	déun		
si	si		
grand	grand		
ajustement	ajustement		
&	je		
du	de_le		
nom	nom		
de	de		
Marquis	marquis		
(	(		
&	je		
de	de		
Marquis	marquis		
qui	qui		
avoit	avoir		
esté	esté		
à	à		
l’Armée	leArmée		
)	)		
luy	luy		
attiroit	attirer		
tant	tant		
de	de		
coeurs	cœur		
,	,		
qu’il	queil		
ne	ne		
sçavoit	sçavoir		
qu’en	queen		
faire	faire		
.	.		
Ces	ce		
pensées	pensée		
réveillerent	réveiller		
sa	son		
valeur	valeur		
de	de		
Cabinet	Cabinet		
;	;		
il	il		
redoubla	redoubler		
ses	son		
coups	coup		
contre	contre		
un	un		
Bataillon	Bataillon		
qui	qui		
estoit	estoit		
dans	dans		
la	le		
Tapisserie	Tapisserie		
;	;		
mais	mais		
au	à_le		
lieu	lieu		
de	de		
l’enfoncer	leenfoncer		
,	,		
il	il		
donna	donner		
malheureusement	malheureusement		
un	un		
coup	coup		
dans	dans		
un	un		
de	de		
ses	son		
Miroirs	Miroirs		
qu’il	queil		
cassa	casser		
.	.		
Il	il		
mit	mettre		
aussitost	aussiter		
les	le		
armes	arme		
bas	bas		
,	,		
avec	avec		
resolution	résolution		
de	de		
ne	ne		
les	le		
jamais	jamais		
reprendre	reprendre		
:	:		
Il	il		
crût	croire		
qu’il	queil		
seroit	être		
malheureux	malheureux		
à	à		
l’Armée	leArmée		
,	,		
qu’il	queil		
y	y		
périroit	périr		
,	,		
&	ir		
que	que		
son	son		
Miroir	Miroir		
cassé	casser		
en	en		
estoit	estoit		
un	un		
présage	présage		
assuré	assuré		
.	.		
Après	après		
avoir	avoir		
jetté	jetter		
ses	son		
armes	arme		
,	,		
il	il		
mit	mettre		
la	le		
Robe	Robe		
de	de		
Conseiller	Conseiller		
,	,		
avec	avec		
un	un		
rabat	rabat		
uny	uny		
de	de		
toille	toille		
tres	tre		
-	-		
claire	clair		
,	,		
&	je		
une	un		
tres	tre		
-	-		
belle	beau		
perruque	perruque		
blonde	blond		
.	.		
Il	il		
consulta	consulter		
ses	son		
Miroirs	Miroirs		
,	,		
&	je		
se	se		
trouva	trouver		
tres	tre		
-	-		
bien	bien		
,	,		
&	je		
mesme	mesme		
plus	plus		
grand	grand		
qu’à	queà		
l’ordinaire	leordinaire		
.	.		
Il	il		
examina	examiner		
ensuite	ensuite		
les	le		
avantages	avantage		
de	de		
cette	ce		
Profession	Profession		
,	,		
qu’il	queil		
trouva	trouver		
tres	tre		
-	-		
considérables	considérable		
.	.		
Tous	tout		
les	le		
Gens	gens		
de	de		
cœur	crur		
,	,		
dit	dire		
-	-		
il	il		
en	en		
luy	luy		
-	-		
mesme	mesme		
,	,		
ne	ne		
deviennent	devenir		
pas	pas		
Mareschaux	Mareschaux		
de	de		
France	France		
,	,		
le	le		
nombre	nombre		
en	en		
seroit	être		
trop	trop		
grand	grand		
,	,		
&	je		
l’on	lire		
doit	devoir		
avoir	avoir		
exposé	exposer		
mille	mille		
fois	fois		
sa	son		
vie	vie		
avant	avant		
que	que		
de	de		
pouvoir	pouvoir		
prétendre	prétendre		
justement	justement		
à	à		
cette	ce		
Dignité	Dignité		
.	.		
Cette	ce		
pensée	pensée		
le	il		
fit	faire		
frémir	frémir		
&	aller		
pâlir	pâlir		
tout	tout		
ensemble	ensemble		
;	;		
il	il		
trouva	trouver		
l’Estat	liestat		
de	de		
Conseiller	Conseiller		
meilleur	meilleur		
,	,		
&	je		
se	se		
dit	dire		
qu’il	queil		
pouroit	pourir		
avec	avec		
le	le		
temps	temps		
monter	monter		
à	à		
la	le		
Grand	Grand		
Chambre	Chambre		
sans	sans		
exposer	exposer		
ses	son		
jours	jour		
.	.		
Il	il		
se	se		
proposa	proposer		
mille	mille		
plaisirs	plaisir		
avant	avant		
que	que		
d’en	dlen		
venir	venir		
là	là		
;	;		
il	il		
se	se		
representa	representer		
son	son		
Antichambre	Antichambre		
&	lavoir		
son	son		
Escalier	Escalier		
remplis	remplir		
de	de		
Plaideurs	Plaideurs		
qui	qui		
se	se		
jettoient	jeter		
presques	presques		
à	à		
ses	son		
genoux	genou		
,	,		
&	je		
qui	qui		
l’appelloient	lire		
Monseigneur	Monseigneur		
.	.		
Il	il		
crût	croire		
parmy	parmy		
ces	ce		
Gens	Gens		
-	-		
là	là		
voir	voir		
de	de		
tres	tre		
-	-		
jolies	joli		
Femmes	Femmes		
;	;		
&	je		
ces	ce		
pensées	pensée		
luy	luy		
en	en		
donnerent	donnerent		
d’autres	daautre		
qui	qui		
remplirent	remplir		
quelque	quelque		
temps	temps		
son	son		
imagination	imagination		
de	de		
mille	mille		
choses	chose		
agréables	agréable		
.	.		
Il	il		
résolut	résoudre		
d’en	dlen		
demeurer	demeurer		
là	là		
,	,		
&	avoir		
de	de		
se	se		
faire	faire		
Conseiller	Conseiller		
,	,		
&	je		
ne	ne		
mit	mettre		
le	le		
Rochet	Rochet		
que	que		
pour	pour		
voir	voir		
s’il	s		
auroit	avoir		
bonne	bon		
mine	mine		
.	.		
Il	il		
se	se		
trouva	trouver		
bien	bien		
fait	faire		
,	,		
&	je		
se	se		
mit	mettre		
dans	dans		
la	le		
teste	teste		
que	que		
s’il	soil		
pouvoit	pouvoir		
un	un		
jour	jour		
devenir	devenir		
Cardinal	Cardinal		
,	,		
il	il		
paroistroit	paraître		
beaucoup	beaucoup		
avec	avec		
un	un		
habit	habit		
rouge	rouge		
;	;		
un	un		
Conseiller	Conseiller		
ne	ne		
luy	luy		
parut	paraître		
plus	plus		
rien	rien		
aupres	aupres		
d’un	déun		
Cardinal	Cardinal		
.	.		
Non	non		
,	,		
non	non		
,	,		
dit	dire		
-	-		
il	il		
en	en		
luy	luy		
-	-		
mesme	mesme		
,	,		
je	je		
ne	ne		
suis	être		
point	point		
d’humeur	déhumeur		
à	à		
me	je		
donner	donner		
la	le		
fatigue	fatigue		
qu’un	queun		
Homme	homme		
de	de		
Robe	Robe		
doit	devoir		
prendre	prendre		
.	.		
Quoy	Quoy		
,	,		
apres	apres		
avoir	avoir		
regardé	regarder		
des	un		
Procés	Procés		
pendant	pendant		
toute	tout		
une	un		
soirée	soirée		
,	,		
&	ê		
souvent	souvent		
pendant	pendant		
une	un		
bonne	bon		
partie	partie		
de	de		
la	le		
nuit	nuit		
,	,		
il	il		
faudra	falloir		
que	que		
je	je		
me	je		
leve	lever		
à	à		
quatre	quatre		
&	je		
cinq	cinq		
heures	heure		
du	de_le		
matin	matin		
,	,		
&	être		
que	que		
pendant	pendant		
toute	tout		
la	le		
matinée	matinée		
je	je		
n’entende	naître		
encor	encore		
parler	parler		
que	que		
de	de		
Procès	Procès		
.	.		
Les	le		
Parties	Parties		
m’en	moen		
parleront	parler		
encor	encore		
en	en		
sortant	sortir		
;	;		
J’en	J		
trouveray	trouveray		
d’autres	dîautre		
qui	qui		
m’attendront	meattendre		
à	à		
mon	mon		
Logis	Logis		
pour	pour		
m’en	mâen		
parler	parler		
.	.		
Si	si		
je	je		
croy	croire		
me	je		
divertir	divertir		
&	avoir		
manger	manger		
avec	avec		
mes	mon		
Amis	ami		
,	,		
ils	il		
m’en	meen		
recommanderont	recommander		
,	,		
ou	ou		
me	je		
prîront	prîront		
d’en	dHen		
recommander	recommander		
à	à		
mes	mon		
Confrères	Confrères		
.	.		
Si	si		
je	je		
fais	faire		
une	un		
Maîtresse	maîtresse		
pour	pour		
prendre	prendre		
quelque	quelque		
heure	heure		
de	de		
divertissement	divertissement		
,	,		
sans	sans		
entendre	entendre		
parler	parler		
de	de		
chicane	chicane		
,	,		
elle	il		
m’en	moen		
priera	prier		
plus	plus		
que	que		
tous	tout		
les	le		
autres	autre		
;	;		
elle	il		
sera	être		
gagnée	gagner		
à	à		
force	force		
de	de		
présens	présent		
;	;		
&	j		
je	je		
ne	ne		
ny	ny		
pouray	pouray		
pas	pas		
seulement	seulement		
toucher	toucher		
le	le		
bout	bout		
du	de_le		
doigt	doigt		
,	,		
qu’elle	quelle		
ne	ne		
me	je		
fasse	faire		
une	un		
recommandation	recommandation		
.	.		
Si	si		
je	je		
luy	luy		
promets	promettre		
de	de		
faire	faire		
ce	ce		
qu’elle	quelle		
me	je		
demandera	demander		
,	,		
il	il		
faudra	falloir		
que	que		
je	je		
tienne	tenir		
ma	mon		
parole	parole		
;	;		
&	ê		
si	si		
je	je		
la	il		
tiens	tenir		
,	,		
je	je		
feray	feray		
peut	pouvoir		
-	-		
estre	estre		
souvent	souvent		
des	de_le		
injustices	injustice		
.	.		
Non	non		
,	,		
non	non		
,	,		
je	je		
ne	ne		
veux	vouloir		
point	point		
estre	estre		
Conseiller	Conseiller		
,	,		
c’est	cettre		
une	un		
Charge	charge		
trop	trop		
pesante	pesant		
;	;		
il	il		
vaut	valoir		
mieux	mieux		
estre	estre		
Abbé	Abbé		
,	,		
on	on		
ne	ne		
fait	faire		
que	que		
ce	ce		
qu’on	queon		
veut	vouloir		
;	;		
on	on		
.	.		
.	.		
…	…		
Il	il		
alloit	aller		
s’étendre	saétendre		
sur	sur		
les	le		
avantages	avantage		
de	de		
cette	ce		
Profession	Profession		
,	,		
lors	lors		
qu’une	queune		
jeune	jeune		
&	U		
belle	beau		
Personne	Personne		
qu’il	queil		
aimoit	aimer		
,	,		
&	je		
qu’il	queil		
devoit	devoir		
epouser	epouser		
dés	dé		
qu’il	queil		
seroit	être		
en	en		
Charge	Charge		
,	,		
entra	entrer		
avec	avec		
sa	son		
Mere	Mere		
dans	dans		
le	le		
Cabinet	Cabinet		
où	où		
il	il		
estoit	estoit		
:	:		
Il	il		
croyoit	croire		
l’avoir	laavoir		
bien	bien		
fermé	fermer		
,	,		
mais	mais		
il	il		
avoit	avoir		
laissé	laisser		
la	le		
clef	clef		
à	à		
la	le		
porte	porte		
,	,		
tant	tant		
son	son		
imagination	imagination		
estoit	estoit		
remplie	remplir		
des	un		
choses	chose		
qui	qui		
concernoient	concerner		
le	le		
choix	choix		
qu’il	queil		
devoit	devoir		
faire	faire		
.	.		
Si	si		
sa	son		
surprise	surprise		
fut	être		
grande	grand		
,	,		
celle	celui		
des	de_le		
Dames	Dames		
la	il		
fut	être		
aussi	aussi		
:	:		
Elles	il		
luy	luy		
demanderent	demander		
pourquoy	pourquoy		
il	il		
estoit	estoit		
vestu	vestu		
de	de		
la	le		
sorte	sorte		
;	;		
il	il		
leur	il		
répondit	répondre		
qu’il	queil		
avoit	avoir		
dessein	dessein		
de	de		
se	se		
faire	faire		
d’Eglise	dlézAVVAIV		
,	,		
&	ê		
qu’il	queil		
s’estoit	s		
mis	mettre		
en	en		
Rochet	Rochet		
pour	pour		
voir	voir		
quel	quel		
air	air		
il	il		
auroit	avoir		
avec	avec		
cet	ce		
ajustement	ajustement		
:	:		
Il	il		
estoit	estoit		
à	à		
peine	peine		
reconnoissable	reconnaissable		
,	,		
car	car		
il	il		
avoit	avoir		
osté	oster		
sa	son		
perruque	perruque		
;	;		
ses	son		
cheveux	cheveu		
n’alloient	nalloyer		
que	que		
jusques	jusque		
à	à		
ses	son		
oreilles	oreille		
,	,		
&	je		
le	le		
Bonnet	Bonnet		
quarré	quarrer		
qu’il	queil		
avoit	avoir		
mis	mettre		
les	il		
couvroit	couvrir		
presque	presque		
tous	tous		
.	.		
II	II		
ne	ne		
plût	plaire		
point	point		
aux	à_le		
Dames	Dames		
en	en		
cet	ce		
état	état		
:	:		
Elles	il		
luy	luy		
demanderent	demander		
plusieurs	plusieurs		
fois	fois		
s’il	sêil		
demeureroit	demeurer		
ferme	ferme		
dans	dans		
la	le		
résolution	résolution		
qu’il	queil		
avoit	avoir		
prise	prendre		
d’estre	destre		
d’Eglise	deglise		
,	,		
il	il		
leur	il		
répondit	répondre		
que	que		
ouy	ouïr		
,	,		
&	ê		
qu’elles	quelles		
ne	ne		
devoient	dévoyer		
point	point		
luy	luy		
vouloir	vouloir		
de	de		
mal	mal		
,	,		
s’il	sail		
prenoit	prendre		
ce	ce		
party	party		
,	,		
qu’il	queil		
ne	ne		
quittoit	quitter		
sa	son		
Maîtresse	Maîtresse		
que	que		
pour	pour		
Dieu	Dieu		
;	;		
&	ê		
que	que		
puis	puis		
qu’il	queil		
ne	ne		
la	il		
quittoit	quitter		
point	point		
pour	pour		
une	un		
autre	autre		
Beauté	Beauté		
,	,		
elles	il		
ne	ne		
pouvoient	pouvoir		
